,name,rating,reviews,company_type,Head_Quarters,Company_Age
2557,Jindal Aluminium,3.8,(241 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",55 years old
2558,GD Research Cent...,3.7,(241 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 6 more",16 years old
2559,Accelya Solution...,3.7,(241 Reviews),Private,"Mumbai,Maharashtra + 8 more",37 years old
2560,Thales,4.0,(241 Reviews),Private,Noida + 14 more,23 years old
2561,Konecranes,4.1,(241 Reviews),Private,Hyvinkää + 9 more,48 years old
2562,L&T Realty,4.4,(241 Reviews),Mumbai + 7 more,201-500 Employees (India),
2563,Chaitanya India ...,4.0,(241 Reviews),Private,"Bangalore,Karnataka + 93 more",14 years old
2564,Gaurs Group,3.9,(241 Reviews),Public,"Ghaziabad,Uttar Pradesh + 7 more",28 years old
2565,Romsons Group Of...,3.9,(241 Reviews),Private,"Agra,Uttar Pradesh + 37 more",71 years old
2566,IPE Global,4.1,(240 Reviews),Public,New Delhi + 63 more,25 years old
2567,Dainik Jagran,3.7,(240 Reviews),Public,"Noida,Uttar Pradesh + 48 more",81 years old
2568,GMR Hyderabad In...,4.0,(240 Reviews),Private,"Delhi/NCR,Delhi + 9 more",23 years old
2569,TOPS,4.0,(240 Reviews),Private,"Delhi,NCT + 33 more",39 years old
2570,MetroTelworks,3.7,(240 Reviews),Private,Ahmedabad + 33 more,19 years old
2571,Deluxe Entertain...,3.7,(240 Reviews),Private,"Hollywood,Florida + 6 more",108 years old
2572,Boehringer-Ingel...,4.1,(240 Reviews),Private,Ingelheim + 38 more,138 years old
2573,Lotus Herbals Pr...,4.2,(240 Reviews),Private,"New Delhi,Delhi + 38 more",30 years old
2574,Jubilant Agri an...,4.1,(240 Reviews),Private,"Gurgaon/Gurugram,Haryana + 37 more",13 years old
2575,WAKEFIT INNOVATI...,3.9,(240 Reviews),Private,"Bangalore,Karnataka + 23 more",9 years old
2576,Tuaman Engineeri...,3.8,(240 Reviews),Private,"Kolkata,West Bengal + 21 more",18 years old
2577,GS Engineering &...,4.1,(240 Reviews),Seoul + 13 more,54 years old,201-500 Employees (India)
2578,AVAYA,3.9,(240 Reviews),Private,"Durham,North Carolina + 8 more",23 years old
2579,Dynacons Systems...,3.8,(239 Reviews),Private,"Mumbai,Maharashtra + 47 more",28 years old
2580,Novateur Electri...,3.9,(239 Reviews),Private,Chennai + 56 more,39 years old
2581,Essilor,4.0,(239 Reviews),Private,Charenton-le-Pont + 34 more,174 years old
2582,Amartex Industri...,4.4,(239 Reviews),Public,Panchkula + 16 more,35 years old
2583,Jockey,4.3,(239 Reviews),Private,Kenosha + 77 more,147 years old
2584,Fossil Group,3.8,(239 Reviews),Private,"Richardson,Texas + 27 more",39 years old
2585,Asian Granito In...,3.8,(239 Reviews),Public,"Ahmedabad,Gujrat + 43 more",23 years old
2586,ADNOC,4.4,(239 Reviews),Private,"Abu Dhabi,Abu Dhabi + 7 more",52 years old
2587,Electrical Resea...,3.9,(239 Reviews),Private,"Vadodara/Baroda,Gujarat + 18 more",49 years old
2588,Himatsingka Seid...,3.9,(239 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 6 more",38 years old
2589,S.K. Finance,4.2,(239 Reviews),Jaipur + 90 more,5k-10k Employees (India),
2590,Samsonite,4.1,(239 Reviews),Private,"Mumbai,Maharashtra + 41 more",113 years old
2591,Nestaway,4.1,(239 Reviews),Private,"Bangalore,Karnataka + 12 more",8 years old
2592,Talbros,3.7,(238 Reviews),Public,"Gurgaon/Gurugram,Haryana + 12 more",67 years old
2593,Kennametal,3.7,(238 Reviews),Public,"Latrobe,Pennsylvania + 9 more",85 years old
2594,Sotc Travel Serv...,3.8,(238 Reviews),Private,Mumbai + 29 more,74 years old
2595,S. M. Auto Engin...,3.3,(238 Reviews),Private,"Pune,Maharashtra + 4 more",47 years old
2596,Mitsuba Sical,3.9,(238 Reviews),Public,Michigan + 13 more,26 years old
2597,Nilons Enterpris...,4.0,(238 Reviews),Private,"Pune,Maharashtra + 32 more",61 years old
2598,Kandhari Beverag...,3.8,(238 Reviews),Private,"Chandigarh,Chandigarh + 23 more",56 years old
2599,Nature's Basket,3.8,(238 Reviews),Private,"Mumbai,Maharashtra + 7 more",18 years old
2600,Doubtnut,3.3,(238 Reviews),Private,"Gurgaon,Haryana + 10 more",7 years old
2601,Nuziveedu Seeds,4.2,(238 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 43 more",50 years old
2602,AIS Glass Soluti...,3.8,(238 Reviews),Private,Gurgaon + 27 more,39 years old
2603,Aizant Drug Rese...,3.9,(238 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",18 years old
2604,Richfeel Health ...,2.6,(238 Reviews),Private,"Mumbai,Maharashtra + 35 more",37 years old
2605,Mjunction Servic...,3.9,(238 Reviews),JV,Kolkata + 15 more,22 years old
2606,ScoreMe Solution...,4.7,(238 Reviews),Gurgaon/Gurugram + 1 more,51-200 Employees (India),
2607,Intercontinental...,4.1,(237 Reviews),Private,"Delhi/NCR,New Delhi + 44 more",36 years old
2608,Prem Motors,4.1,(237 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",33 years old
2609,Lloyd Insulation...,3.6,(237 Reviews),Private,"Delhi/NCR,Delhi + 21 more",65 years old
2610,Intercontinental...,4.1,(237 Reviews),Private,"Delhi/NCR,New Delhi + 44 more",36 years old
2611,Prem Motors,4.1,(237 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",33 years old
2612,Parksons Packagi...,4.1,(237 Reviews),Private,"Mumbai,Maharashtra + 14 more",27 years old
2613,Yum!,4.2,(237 Reviews),Private,"Colonel Sanders Lane,Louisville + 25 more",26 years old
2614,Ami Lifesciences,4.0,(237 Reviews),Vadodara + 6 more,17 years old,1k-5k Employees (India)
2615,IMSI,3.2,(237 Reviews),Private,"Dehradun,Uttarakhand + 36 more",37 years old
2616,Xchanging,3.5,(236 Reviews),Public,London + 9 more,25 years old
2617,American Axle & ...,4.3,(236 Reviews),Private,"Detroit,Michigan + 8 more",29 years old
2618,ESDS Software So...,4.1,(236 Reviews),Private,"Nashik,Maharashtra + 11 more",18 years old
2619,Clariant Chemica...,4.2,(236 Reviews),Public,"Muttenz,Bael-Country + 17 more",28 years old
2620,Bosch Rexroth In...,4.0,(236 Reviews),Private,"Lohr A. Main,Bavaria + 12 more",22 years old
2621,Appsierra,4.8,(236 Reviews),Private,"Noida,Uttar Pradesh + 7 more",8 years old
2622,Essel Group,3.9,(236 Reviews),Private,Mumbai + 34 more,97 years old
2623,World Vision,4.4,(236 Reviews),Private,"Monrovia,California + 70 more",73 years old
2624,Adient,4.0,(236 Reviews),Private,"Plymouth,MI + 11 more",27 years old
2625,Kailash Hospital,4.1,(236 Reviews),Public,Noida + 16 more,39 years old
2626,Aparna Enterpris...,4.2,(236 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 20 more",33 years old
2627,Netafim Irrigati...,4.1,(235 Reviews),Private,"Vadodara/Baroda,Gujarat + 47 more",58 years old
2628,Housejoy,4.5,(235 Reviews),Private,"Bangalore,Karnataka + 15 more",9 years old
2629,Hitachi Hi-Rel P...,3.6,(235 Reviews),Private,"Ahmedabad,Gujarat + 24 more",40 years old
2630,Sunflag Iron and...,4.0,(235 Reviews),Private,"Nagpur,Maharashtra + 11 more",39 years old
2631,Polestar Solutio...,4.3,(235 Reviews),Private,"Noida,Uttar Pradesh + 6 more",11 years old
2632,BCH Electric,4.2,(235 Reviews),Private,"Delhi/NCR,New Delhi + 25 more",58 years old
2633,Mungi Group,3.8,(235 Reviews),Private,"Pune,Maharashtra + 4 more",39 years old
2634,Origo Commoditie...,4.0,(235 Reviews),Private,"Gurgaon,Haryana + 45 more",13 years old
2635,JoulestoWatts Bu...,2.9,(235 Reviews),Private,"Bangalore,Karnataka + 11 more",8 years old
2636,ShopKirana,3.8,(235 Reviews),Private,"Indore,Madhya Pradesh + 18 more",9 years old
2637,Saxo Bank,3.4,(234 Reviews),Private,"Copenhagen,Capital Region + 1 more",31 years old
2638,Alfa Laval,4.1,(234 Reviews),Private,"Lund,Skane + 18 more",140 years old
2639,Jetking Infotrai...,3.9,(234 Reviews),Public,"Mumbai,Maharashtra + 48 more",76 years old
2640,Skilliantech,4.7,(234 Reviews),Private,"London,England + 11 more",18 years old
2641,McAfee,4.0,(234 Reviews),Private,"Santa Clara,California + 7 more",36 years old
2642,Global Indian In...,4.1,(234 Reviews),Private,Singapore + 16 more,15 years old
2643,L&T Valves,3.7,(234 Reviews),Private,"Chennai,Tamil Nadu + 8 more",62 years old
2644,Saxo Bank,3.4,(234 Reviews),Private,"Copenhagen,Capital Region + 1 more",31 years old
2645,Conviction HR,4.7,(234 Reviews),Private,Mumbai + 9 more,11 years old
2646,Quinnox,3.9,(234 Reviews),Private,"Chicago,Illinois + 4 more",21 years old
2647,Iol Chemicals & ...,3.8,(234 Reviews),Private,"Ludhiana,Punjab + 9 more",37 years old
2648,Pon Pure Chemica...,4.1,(234 Reviews),Private,"Chennai,Tamil Nadu + 31 more",42 years old
2649,Rane Brake Linin...,4.1,(234 Reviews),Public,"Chennai,Tamil Nadu + 15 more",59 years old
2650,Hitech Digital S...,4.1,(234 Reviews),LLP,"Ahmedabad,Gujarat + 12 more",31 years old
2651,Kores,3.9,(233 Reviews),Private,"Mumbai,Maharashtra + 27 more",87 years old
2652,Unitech,3.9,(233 Reviews),Public,"Gurgaon/Gurugram,Haryana + 20 more",52 years old
2653,Caresoft Global,3.5,(233 Reviews),Private,"Detroit,Michigan + 6 more",19 years old
2654,Bmm Ispat,3.9,(233 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",47 years old
2655,Titan Engineerin...,4.2,(233 Reviews),Private,Hosur + 6 more,29 years old
2656,GSH Group,4.1,(233 Reviews),Private,"Parsippany,New Jersey + 29 more",128 years old
2657,Angelique Intern...,4.4,(233 Reviews),Private,"Delhi/NCR,New Delhi + 15 more",27 years old
2658,Mitsubishi Elect...,4.6,(233 Reviews),Public,New Delhi + 10 more,65 years old
2659,KLAY Schools,4.2,(233 Reviews),Private,Bangalore + 15 more,12 years old
2660,Athenahealth Tec...,4.3,(232 Reviews),Private,"Sydney,New South Wales + 2 more",26 years old
2661,Hashedin By Delo...,4.3,(232 Reviews),Private,"Santa Clara,California + 6 more",13 years old
2662,Mahindra Insuran...,4.0,(232 Reviews),Private,Mumbai + 68 more,19 years old
2663,Ensure Support S...,4.0,(232 Reviews),Private,"Chennai,Tamil Nadu + 42 more",10 years old
2664,Metric Stream In...,3.3,(232 Reviews),Private,"San Jose,California + 1 more",24 years old
2665,Commonwealth Ban...,3.8,(232 Reviews),Private,Sydney + 3 more,112 years old
2666,GTL,4.4,(232 Reviews),Public,"Mumbai,Maharashtra + 34 more",36 years old
2667,Aptiv Components...,4.1,(232 Reviews),Bengaluru/Bangalore + 11 more,,
2668,Sun Pharma Labor...,4.1,(232 Reviews),"Mumbai,Maharashtra + 36 more",40 years old,10k-50k Employees (India)
2669,IOT Infrastructu...,4.2,(231 Reviews),Private,"Mumbai,Maharashtra + 23 more",27 years old
2670,Mobileum,3.6,(231 Reviews),Private,"Cupertino,California + 4 more",23 years old
2671,Hyundai Glovis,4.2,(231 Reviews),Public,"Gangnam-gu,Seoul + 8 more",22 years old
2672,Padget Electroni...,3.7,(231 Reviews),Noida + 3 more,501-1k Employees (India),
2673,Mann And Hummel ...,3.8,(231 Reviews),Private,"Schwieberdinger,Ludwigsburg + 7 more",81 years old
2674,FabAlley,4.5,(231 Reviews),"Noida,Uttar Pradesh + 38 more",11 years old,1k-5k Employees (India)
2675,Ofbusiness,3.3,(231 Reviews),Private,Gurgaon + 25 more,8 years old
2676,Lotte India Corp...,4.0,(231 Reviews),Public,"Chennai,Tamil Nadu + 53 more",19 years old
2677,MSD Pharmaceutic...,4.1,(230 Reviews),Private,"Gurgaon/Gurugram,Haryana + 39 more",58 years old
2678,IIT Bombay,4.5,(230 Reviews),Public,"Mumbai,Maharashtra + 5 more",65 years old
2679,CK Birla Group,4.3,(230 Reviews),Private,"Delhi/NCR,New Delhi + 41 more",161 years old
2680,“Bharat Financia...,3.8,(230 Reviews),Hyderabad/Secunderabad + 83 more,,
2681,Synergies Castin...,3.9,(230 Reviews),Public,"Visakhapatnam/Vizag,Andhra Pradesh + 3 more",24 years old
2682,Kaynes Technolog...,3.3,(230 Reviews),Private,Mysore + 9 more,35 years old
2683,MN Dastur & Comp...,3.7,(230 Reviews),Private,"Kolkata,West Bengal + 9 more",68 years old
2684,Secure Value,3.4,(230 Reviews),Private,"Mumbai,Maharashtra + 57 more",21 years old
2685,Mirza Internatio...,3.8,(230 Reviews),Public,"Kanpur,Uttar Pradesh + 28 more",44 years old
2686,P&O Cruises,4.5,(230 Reviews),Private,Southampton + 8 more,186 years old
2687,Jupiter Hospital,3.8,(230 Reviews),Private,"Thane,Maharashtra + 6 more",16 years old
2688,E2OPEN,3.6,(230 Reviews),Private,"AUstin,Texas + 3 more",23 years old
2689,Datamatics Busin...,3.5,(230 Reviews),Public,Mumbai + 4 more,41 years old
2690,Jsw Energy,4.2,(230 Reviews),Public,Mumbai + 29 more,29 years old
2691,1K Networks,3.1,(230 Reviews),"Gurgaon,Haryana + 18 more",5 years old,1k-5k Employees (India)
2692,Corona Remedies,4.0,(229 Reviews),Private,Ahmedabad + 42 more,19 years old
2693,GSP Crop Science,4.0,(229 Reviews),Private,"Ahmedabad,Gujarat + 27 more",38 years old
2694,Techwave Consult...,3.6,(229 Reviews),Private,"Houston,Texas + 2 more",19 years old
2695,Carrier Midea,3.7,(229 Reviews),Private,"Gurgaon/Gurugram,Haryana + 37 more",11 years old
2696,Indo Farm Equipm...,3.2,(229 Reviews),Private,"Solan,Madhya Pradesh + 31 more",29 years old
2697,Dr. Agarwal's Ey...,4.0,(229 Reviews),Public,"Chennai,Tamil Nadu + 36 more",66 years old
2698,APL Apollo Tubes...,4.1,(229 Reviews),Public,"Delhi/NCR,New Delhi + 26 more",37 years old
2699,REPCO HOME FINAN...,3.8,(229 Reviews),Public,Chennai + 69 more,23 years old
2700,Amoli Organics,3.9,(229 Reviews),"Mumbai,Maharashtra + 7 more",32 years old,1k-5k Employees (India)
2701,GSP Crop Science,4.0,(229 Reviews),Private,"Ahmedabad,Gujarat + 27 more",38 years old
2702,Coffee Day,3.4,(228 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 32 more",30 years old
2703,Sri Aurobindo So...,3.6,(228 Reviews),NGO/NPO,"Pondicherry/Puducherry,Tamil Nadu + 15 more",63 years old
2704,Jay Chemical Ind...,4.1,(228 Reviews),Private,"Ahmedabad,Gujarat + 17 more",56 years old
2705,SRMB SRIJAN,3.7,(228 Reviews),"Kolkata,West Bengal + 34 more",72 years old,201-500 Employees (India)
2706,Elentec India,3.7,(228 Reviews),Private,"Hwasung City,South Korea + 13 more",41 years old
2707,Gallagher Offsho...,4.0,(228 Reviews),Private,Pune + 4 more,17 years old
2708,Bengal Beverages,3.1,(228 Reviews),Private,Dankuni + 7 more,28 years old
2709,Bajaj Consumer C...,4.1,(228 Reviews),Public,"Mumbai,Maharashtra + 52 more",93 years old
2710,FiveS Digital,3.2,(228 Reviews),Private,Udaipur + 14 more,14 years old
2711,Birla Tyres,3.7,(227 Reviews),Private,"Kolkata,West Bengal + 56 more",32 years old
2712,Zyoin,4.0,(227 Reviews),Private,Bangalore + 2 more,18 years old
2713,DigiCall Teleser...,3.9,(227 Reviews),Private,"Johannesburg,Vaud + 11 more",28 years old
2714,Hical Technologi...,3.7,(227 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",35 years old
2715,Global Healthcar...,3.5,(227 Reviews),Private,"Chennai,Tamil Nadu + 2 more",24 years old
2716,Mettler-Toledo,3.5,(227 Reviews),Private,"Greifensee,Zurich + 16 more",77 years old
2717,Spectrum Talent ...,3.9,(227 Reviews),Private,"Noida,Uttar Pradesh + 41 more",15 years old
2718,Dun & Bradstreet,3.7,(227 Reviews),Private,"Short Hills,New Jersey + 13 more",182 years old
2719,Alicon Castalloy,3.7,(227 Reviews),Public,"Pune,Maharashtra + 7 more",33 years old
2720,Selec Controls,3.5,(227 Reviews),Private,"Mumbai,Maharashtra + 8 more",23 years old
2721,Muthoot Pappacha...,3.9,(227 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 67 more",136 years old
2722,Smart Value Prod...,4.4,(227 Reviews),Private,"Delhi/NCR,Delhi + 58 more",17 years old
2723,Bada Business,3.8,(227 Reviews),New Delhi + 32 more,4 years old,5k-10k Employees (India)
2724,Godrej Interio,3.9,(226 Reviews),Private,Mumbai + 41 more,38 years old
2725,Sharda Universit...,3.7,(226 Reviews),Private,Greater Noida + 9 more,14 years old
2726,Zf Wind Power,4.2,(226 Reviews),"Lommel,Belgium + 4 more",100 years old,1k-5k Employees (India)
2727,Kaizen IT Servic...,3.6,(226 Reviews),Private,"Kolkata,West Bengal + 45 more",24 years old
2728,Offshoot Agency,3.7,(226 Reviews),Private,Noida + 11 more,21 years old
2729,KRBL,3.7,(226 Reviews),Public,"Noida,Uttar Pradesh + 22 more",134 years old
2730,Flipkart Health+,4.0,(226 Reviews),Private,"Kolkata,West Bengal + 22 more",10 years old
2731,Reliance Fresh,4.3,(226 Reviews),Private,Mumbai + 55 more,17 years old
2732,Hyundai Construc...,4.2,(226 Reviews),Private,"Pune,Maharashtra + 30 more",16 years old
2733,Roquette Riddhi ...,4.0,(226 Reviews),Private,Lestrem + 13 more,90 years old
2734,RapiPay,3.8,(226 Reviews),Private,"Noida,Uttar Pradesh + 58 more",5 years old
2735,Rail Vikas Nigam,3.7,(225 Reviews),Private,"Delhi/NCR,Delhi + 54 more",20 years old
2736,Raptakos Brett a...,3.4,(225 Reviews),Public,"Mumbai,Maharashtra + 38 more",93 years old
2737,Kokuyo Camlin,4.1,(225 Reviews),Public,"Mumbai,Maharashtra + 47 more",92 years old
2738,Metro Hospital &...,3.6,(225 Reviews),Noida + 13 more,26 years old,1k-5k Employees (Global)
2739,East India Udyog,3.9,(225 Reviews),Public,"Ghaziabad,Uttar Pradesh + 30 more",57 years old
2740,Ascent Business ...,3.5,(225 Reviews),Private,"Roseland,NJ + 11 more",22 years old
2741,Polybond India,3.9,(225 Reviews),Private,"Pune,Maharashtra + 7 more",45 years old
2742,Gyproc,4.1,(225 Reviews),Mumbai + 26 more,,
2743,Aka Logistics,3.3,(225 Reviews),Public,"Kolkata,West Bengal + 25 more",15 years old
2744,Bses Yamuna Powe...,3.6,(225 Reviews),New Delhi,21 years old,501-1k Employees (India)
2745,LuLu Group Inter...,3.9,(225 Reviews),Private,"Abu Dhabi,Abu Dhabi + 28 more",57 years old
2746,Pegasystems,3.8,(224 Reviews),Private,"Cambridge,Massachusetts + 3 more",40 years old
2747,Techno Electric ...,4.0,(224 Reviews),Public,"Kolkata,West Bengal + 38 more",60 years old
2748,Chettinad Cement...,3.9,(224 Reviews),Private,"Chennai,Tamil Nadu + 43 more",61 years old
2749,Naaptol Online S...,3.3,(224 Reviews),Private,"Mumbai,Maharashtra + 20 more",15 years old
2750,Infodrive,4.6,(224 Reviews),Private,"New Delhi,Delhi",27 years old
2751,Omkar Realtors a...,4.2,(224 Reviews),Private,Mumbai + 8 more,20 years old
2752,SML Isuzu,4.1,(224 Reviews),Public,"Chandigarh,Chandigarh + 36 more",38 years old
2753,Kiswok Industrie...,3.3,(224 Reviews),Private,"Kolkata,West Bengal + 3 more",66 years old
2754,Supr Daily,3.9,(224 Reviews),Private,"Bangalore,Karnataka + 22 more",8 years old
2755,Aabasoft,4.3,(224 Reviews),Private,"Kochi/Cochin,Kerala + 7 more",21 years old
2756,Torrent Gas,3.3,(224 Reviews),Private,"Ahmedabad,Gujarat + 23 more",5 years old
2757,Altruist Custome...,3.3,(224 Reviews),Panchkula + 12 more,13 years old,10k-50k Employees (Global)
2758,Expleo Solutions,4.0,(224 Reviews),Chennai + 7 more,1k-5k Employees (India),
2759,L&T Defence,4.0,(224 Reviews),Mumbai + 13 more,13 years old,1k-5k Employees (India)
2760,The Saraswat Co-...,3.5,(223 Reviews),Public,"Mumbai,Maharashtra + 25 more",105 years old
2761,Mr Cooper,4.3,(223 Reviews),Private,"Dallas,Texas + 2 more",29 years old
2762,Rapido,3.9,(223 Reviews),Private,"Bangalore,Karnataka + 44 more",8 years old
2763,AirAsia,3.6,(223 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 22 more",10 years old
2764,RSM India,3.3,(223 Reviews),Private,London + 17 more,59 years old
2765,Zuari Cement,4.3,(223 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 30 more",23 years old
2766,Systems Plus,4.6,(223 Reviews),Private,"Dallas,Texas + 6 more",36 years old
2767,Innovaccer,3.2,(223 Reviews),Private,"San Francisco,California + 4 more",9 years old
2768,Ircon Internatio...,3.9,(223 Reviews),Private,"Delhi/NCR,Delhi + 36 more",47 years old
2769,Maharashtra Hybr...,4.2,(223 Reviews),Private,"Jalna,Maharashtra + 49 more",59 years old
2770,Sata Vikas India,3.9,(223 Reviews),JV,"Aurangabad,Maharashtra + 8 more",16 years old
2771,Polyplastics Ind...,3.8,(223 Reviews),Private,Tokyo + 12 more,53 years old
2772,Tata Steel Long ...,3.8,(223 Reviews),Public,Keonjhar + 12 more,41 years old
2773,MT Educare,3.4,(222 Reviews),Public,"Mumbai,Maharashtra + 23 more",35 years old
2774,African Industri...,4.2,(222 Reviews),Private,"Lagos,Lagos + 5 more",52 years old
2775,Mediterranean Sh...,4.0,(222 Reviews),Private,Geneva + 18 more,53 years old
2776,ZF India Technol...,3.7,(222 Reviews),Private,Friedrichshafen + 2 more,108 years old
2777,MyMoneyMantra,3.5,(222 Reviews),Private,"Delhi,NCT + 16 more",34 years old
2778,METRO Global Bus...,4.0,(222 Reviews),Public,Pune + 3 more,12 years old
2779,Paragon Digital ...,3.5,(222 Reviews),Private,Chennai + 10 more,16 years old
2780,Rheinmetall Auto...,4.1,(222 Reviews),Private,Neckarlsum + 12 more,114 years old
2781,LendingKart,3.6,(222 Reviews),Public,"Ahmedabad,Gujarat + 22 more",9 years old
2782,Sumitomo Chemica...,4.0,(222 Reviews),Private,"Chuo City,Tokyo + 45 more",98 years old
